"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","AGEGROUP (CODE)","AGEGROUP (DISPLAY)","AGEGROUP (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","CMR","Cameroon","","AGE40-44","40-44 years","","FMLE","Female","","31.4","31.40000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","CMR","Cameroon","","AGE30-34","30-34 years","","FMLE","Female","","35.7","35.70000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","CMR","Cameroon","","AGE15-49","15-49 years","","FMLE","Female","","32.7","32.70000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2014","2014","","AFR","Africa","","CMR","Cameroon","","AGE20-24","20-24 years","","FMLE","Female","","32.8","32.80000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2005","2005","","AFR","Africa","","CPV","Cabo Verde","","AGE15-49","15-49 years","","FMLE","Female","","7.8","7.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","AGE40-49","40-49 years","","FMLE","Female","","16.3","16.30000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","AGE30-39","30-39 years","","FMLE","Female","","22.4","22.40000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","AGE20-29","20-29 years","","FMLE","Female","","29.9","29.90000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","AGE15-49","15-49 years","","FMLE","Female","","26.3","26.30000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CAF","Central African Republic","","AGE15-19","15-19  years","","FMLE","Female","","31.8","31.80000","","","","","MICS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE45-49","45-49 years","","FMLE","Female","","14.0","14.00000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE15-49","15-49 years","","FMLE","Female","","17.5","17.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE35-39","35-39 years","","FMLE","Female","","18.8","18.80000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE15-19","15-19  years","","FMLE","Female","","14.5","14.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE25-29","25-29 years","","FMLE","Female","","18.7","18.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE30-34","30-34 years","","FMLE","Female","","19.7","19.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE40-44","40-44 years","","FMLE","Female","","13.1","13.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AFR","Africa","","TCD","Chad","","AGE20-24","20-24 years","","FMLE","Female","","19.3","19.30000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE40-44","40-44 years","","FMLE","Female","","14.9","14.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE15-19","15-19  years","","FMLE","Female","","22.9","22.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE15-49","15-49 years","","FMLE","Female","","18.4","18.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE20-24","20-24 years","","FMLE","Female","","24.9","24.90000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE25-29","25-29 years","","FMLE","Female","","18.4","18.40000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE30-34","30-34 years","","FMLE","Female","","19.5","19.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE45-49","45-49 years","","FMLE","Female","","15.1","15.10000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2015","2015","","AMR","Americas","","COL","Colombia","","AGE35-39","35-39 years","","FMLE","Female","","17.2","17.20000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COM","Comoros","","AGE15-19","15-19  years","","FMLE","Female","","3.7","3.70000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COM","Comoros","","AGE40-44","40-44 years","","FMLE","Female","","2.5","2.50000","","","","","DHS "
"SDGIPV","Proportion of ever-partnered women and girls subjected to physical and sexual violence by a current or former intimate partner in the previous 12 months, by age (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3745","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COM","Comoros","","AGE45-49","45-49 years","","FMLE","Female","","6.0","6.00000","","","","","DHS "
